gene,skewness,abs_skewness
ENSG00000228476,8.681949622296084,8.681949622296084
ENSG00000126259,8.672023857695685,8.672023857695685
ENSG00000077279,8.658552924063743,8.658552924063743
ENSG00000264315,8.650512211508785,8.650512211508785
ENSG00000238057,8.636751155937146,8.636751155937146
ENSG00000039987,8.625526376026576,8.625526376026576
ENSG00000188373,8.619881396277734,8.619881396277734
ENSG00000259306,8.61830467272147,8.61830467272147
ENSG00000265369,8.617524837686007,8.617524837686007
ENSG00000259952,8.616772780726704,8.616772780726704
ENSG00000253888,8.614426825623665,8.614426825623665
ENSG00000285100,8.605964181877429,8.605964181877429
ENSG00000120729,8.593082127767111,8.593082127767111
ENSG00000237548,8.580701083113585,8.580701083113585
ENSG00000249382,8.577558774205302,8.577558774205302
ENSG00000254769,8.5775587742053,8.5775587742053
ENSG00000251636,8.577558774205295,8.577558774205295
ENSG00000106410,8.577558774205269,8.577558774205269
ENSG00000200463,8.577558774205263,8.577558774205263
ENSG00000266554,8.5632662131258,8.5632662131258
ENSG00000265843,8.563164046415851,8.563164046415851
ENSG00000120833,8.56144454914784,8.56144454914784
ENSG00000232110,8.545173993123354,8.545173993123354
ENSG00000241146,8.536295572522695,8.536295572522695
ENSG00000283265,8.529939162090354,8.529939162090354
ENSG00000140986,8.518832741934627,8.518832741934627
ENSG00000075673,8.502398416503885,8.502398416503885
ENSG00000005001,8.493082002176495,8.493082002176495
ENSG00000287112,8.487868281431716,8.487868281431716
ENSG00000239474,8.476698086441932,8.476698086441932
ENSG00000201723,8.451089089755435,8.451089089755435
ENSG00000063015,8.44502763516779,8.44502763516779
ENSG00000144406,8.419411541110264,8.419411541110264
ENSG00000285638,8.40749391478465,8.40749391478465
ENSG00000203985,8.404641148738873,8.404641148738873
ENSG00000270313,8.404275098589864,8.404275098589864
ENSG00000267452,8.378364205695249,8.378364205695249
ENSG00000140287,8.373857504889173,8.373857504889173
ENSG00000078399,8.36424901536042,8.36424901536042
ENSG00000278249,8.357562029356657,8.357562029356657
ENSG00000163735,8.351514270850247,8.351514270850247
ENSG00000238276,8.341459944726058,8.341459944726058
ENSG00000230532,8.323815580956845,8.323815580956845
ENSG00000129744,8.315339104073004,8.315339104073004
ENSG00000171209,8.307373442456315,8.307373442456315
ENSG00000148680,8.30152873825864,8.30152873825864
ENSG00000177800,8.294692163347023,8.294692163347023
ENSG00000276842,8.288540375260467,8.288540375260467
ENSG00000155897,8.195284873797545,8.195284873797545
ENSG00000265141,8.173397598666842,8.173397598666842
ENSG00000252760,8.173397598666842,8.173397598666842
ENSG00000255267,8.17339759866683,8.17339759866683
ENSG00000228953,8.173397598666824,8.173397598666824
ENSG00000264530,8.173397598666815,8.173397598666815
ENSG00000229307,8.173397598666813,8.173397598666813
ENSG00000261398,8.17339759866681,8.17339759866681
ENSG00000205300,8.170000909914146,8.170000909914146
ENSG00000170965,8.168538552050286,8.168538552050286
ENSG00000105388,8.163181458404564,8.163181458404564
ENSG00000235021,8.156451788394168,8.156451788394168
ENSG00000229453,8.148561507547496,8.148561507547496
ENSG00000269926,8.146391887287797,8.146391887287797
ENSG00000229547,8.13992899466476,8.13992899466476
ENSG00000180926,8.138876428248578,8.138876428248578
ENSG00000282299,8.129415366392314,8.129415366392314
ENSG00000248874,8.098377539329467,8.098377539329467
ENSG00000157131,8.09138162424223,8.09138162424223
ENSG00000264229,8.062857736630932,8.062857736630932
ENSG00000236824,8.048696627901835,8.048696627901835
ENSG00000285076,8.04621193328556,8.04621193328556
ENSG00000164512,8.038855473770958,8.038855473770958
ENSG00000142748,8.03847554434401,8.03847554434401
ENSG00000170279,8.020399545504327,8.020399545504327
ENSG00000224666,8.018415160852763,8.018415160852763
ENSG00000252268,7.981673502045346,7.981673502045346
ENSG00000236473,7.967817678418085,7.967817678418085
ENSG00000237845,7.967817678418052,7.967817678418052
ENSG00000240427,7.953903145019903,7.953903145019903
ENSG00000254896,7.93994386038283,7.93994386038283
ENSG00000181036,7.936385536804809,7.936385536804809
ENSG00000267028,7.907590961680367,7.907590961680367
ENSG00000286073,7.905333055432765,7.905333055432765
ENSG00000205899,7.8945123016382865,7.8945123016382865
ENSG00000279525,7.8894600908505526,7.8894600908505526
ENSG00000257431,7.8882146521541,7.8882146521541
ENSG00000263433,7.885296681469534,7.885296681469534
ENSG00000125788,7.855492625175311,7.855492625175311
ENSG00000179571,7.846350418719791,7.846350418719791
ENSG00000174930,7.8463504187197834,7.8463504187197834
ENSG00000256422,7.841464266674321,7.841464266674321
ENSG00000272468,7.826209634702298,7.826209634702298
ENSG00000196834,7.80794485084365,7.80794485084365
ENSG00000226380,7.802301109319661,7.802301109319661
ENSG00000265992,7.79808970575964,7.79808970575964
ENSG00000203878,7.756783808925384,7.756783808925384
ENSG00000229520,7.75218017718313,7.75218017718313
ENSG00000234711,7.740073432067358,7.740073432067358
ENSG00000253661,7.711713890022736,7.711713890022736
